index,PERMANENT_NAME,DISPLAY_NAME,MAIN_PIC_ID,CITY,STATE,COUNTRY_CODE,MEMBER_SINCE,PERSONAL_URL,OCCUPATION,LOAN_BECAUSE,OTHER_INFO,LOAN_PURCHASE_NUM,INVITED_BY,NUM_INVITED
1264609,deborah3995,Deborah,371266.0,Grayson,GA,US,1250467185,www.theartistinme-deborah.blogspot.com,Administrator,"We feel that we are very fortunate and if we are able to reach out to someone either in our country or across the world, it is our social responsibility to do so.  For us it is about appreciating differences and understanding that we are all connected in some way to each other.  We hope to be able to continue to lend to others with big dreams and a desire to succeed.",,17,,0
745873,paul4952,Paul,,,,,1261627573,,teacher,,,17,Bethany,0
961966,david93229563,David,,,,,1564322132,,,,,1,,0
848096,suzanne4587,Suzanne & Apollo,1160252.0,Gulf Coast,MS,US,1206326123,elemental-design.com/,Commercial Interior Designer,I want to help people who want to improve their own life,Helping improve the work life of people who work in spaces I design,22,,0
649909,ingrid8239,Ingrid,,Ängelholm,,SE,1293225665,,,,,7,Simon,0
910603,mina5056,Mina,,,,,1439546199,,,,,1,,0
436497,paul2635,Paul,2349242.0,,,,1477852646,,,,,21,Kiva Staff,0
970602,claudiamichaela,Claudia Michaela,909396.0,,,DE,1317215531,,Student,,,23,,0
688909,cathy53967241,cathy,,,Michigan,US,1200079446,,corporate travel counselor,it is a great opportunity to make a positive impact.,,18,,0
1178216,laura8988,Laura,304018.0,Northampton,MA,US,1236143008,,,,,18,,0
631346,jon39439920,Jon,,,,,1325720740,,,,,13,,0
380506,gert9913,Gert,,,,,1402538093,,,,,1,,0
59594,juniper8972,Juniper,,San Francisco,CA,US,1229497930,,,,,11,,0
456437,nami3106,Nami,,,,,1355171657,,,,,3,Liz,0
534936,milica2397,Milica,,,,,1374234529,,,,,3,,0
350361,corey9775,corey,518026.0,,,,1269868552,,,,,1,Mr. Oliver's Econ Class,0
1313454,alan6502,alan,,,,,1466182405,,,,,1,,0
1411838,susan6491,Susan,,,,,1232415350,,consultant,,,1,Jennifer and Chris,0
1309342,gloria5806,Gloria,,,,,1560275484,,,,,1,,0
199511,amyandscott5578,Amy &Scott,113625.0,Marysville,WA,US,1200086831,,Teacher,,,1,,0
176211,sanjit2204,sanjit,,,,,1527870139,,,,,1,,0
631091,michael58426788,Michael,,Sarasota,Florida,US,1354736977,,,,,2,Joan,0
519460,april9705,April,782174.0,Colorado Springs,CO,US,1306791624,,,,,2,,0
1122389,paul19388239,Paul,,,,,1590617792,,,,,2,,0
562839,deidre3186,Deidre,,,,,1590900126,,,,,1,,0
1132619,brett9769,Brett,2665186.0,Southport,Qld,AU,1426643871,brettcumming.weebly.com/,,it makes a difference to people's lives.,,294,,0
1197809,william4619,William,,Portland,OR,US,1136106061,,,It started as a gift and I have kept reloaning the money because I like to think my little bit really helps somebody and the people around them.,,10,,0
432076,tracy5700,Tracy,,,,,1429299254,,,,,1,,0
778132,bhama7807,Bhama,,,,,1395293800,,,,,1,,0
322993,ran1233,Ran,,Petah Tiqva,HaMerkaz,IL,1394698361,,,,,2,,0
394853,kara1310,Kara,,,,,1494516464,,,,,1,,0
208912,silvia1913,Silvia,,Virginia Gardens,FL,US,1293475695,,,,,1,,0
1221569,maryh2928,Mary H,,,,,1249334755,,,,,24,Becca,0
495334,matthew56229653,Matthew,,,,,1462381415,,,,,1,,0
1396109,sarah29543300,Sarah,,,,US,1429088657,,,,,1,,0
1318492,elizabeth3951,Elizabeth,,,,,1539452042,,,,,1,,0
1405457,meagan3973,Meagan,,108 Mile Ranch,British Columbia,CA,1195760943,,Mom,,,5,,0
1540929,jake32563272,Jake,,,,,1440179259,,,,,3,,0
1000696,Snak,Snak,84336.0,Markham,Ontario,CA,1195052601,http://www.snak.com,Software Developer,"These people just need a little help, not a lot of pity.","We write computer software, usually for the Macintosh platform. The main product, Snak can be paid via PayPal. We pledge to lend out all registration payments received through PayPal.",5271,,0
1021824,yann7776,Yann,2916008.0,Camp Verde,AZ,US,1533443887,,,,,22,,0
108976,jack5825,jack,,FENTON,MI,US,1197822994,,,,,1,,0
67620,jamieandnora9091,Jamie and Nora,,Port Orchard,WA,US,1230143553,,,,,2,,0
200440,kyle5452,Kyle,,,,,1456720038,,,,,30,,0
1101969,sean2930,Sean,,,,,1376438712,,,,,1,,0
98228,marika4498,Marika,,,,,1476857759,,,,,14,,0
1268392,julie5822,The Donah Family,563684.0,SeaTac,WA,US,1178576367,,HR Manager in a non-profit organization.,We want to help provide better options to those who are working hard to better their lives and have a positive impact in their communities.\r\nOur loans also express our gratitude to God for providing for us and as an expression of our faith. \r\n\r\nWe are also outraged because we know  there are those who exploit others in developing communities by charging unfair interest rates and unethical loan practices.  We want to help provide better options!\r\n\r\nWe challenge others to join with us,Wife is an HR manager at a non-profit human services organization.  Husband is a mover (moves furniture and goods for businesses and households).,183,,1
1209592,marie3202,Marie,,,,,1242064583,,office manager,,,5,Anthony,0
43011,cara81152492,Cara,2513974.0,,,US,1493659146,,,,,6,,0
586614,susan79641858,Susan,,Montrose,Colorado,US,1405274758,,,,,3,,0
214939,erin91519530,Erin,,,,,1506626538,,,,,2,,0
1300003,brandon89691834,Brandon,,,,,1538285878,,,,,20,,0
1417338,mariana2743,Mariana,,,,,1430843635,,,,,1,,0
1490954,daniel3599,Daniel,,,,,1299439626,,,,,2,,0
854653,cai5083,cai,,,,,1461311280,,,,,1,,0
289096,surya2547,surya,,,,,1395233826,,,,,1,,0
1494125,christine5274,Christine,,New York,NY,US,1300629578,,,,,22,,0
293936,mark1714,mark,,,,,1295055961,,,,,1,,0
1388853,francisco1684,Francisco,,,,,1427817633,,,,,2,,0
37926,jessica2012,Jessica,,,,,1378478835,,,,,1,,0
300916,elise5331,Elise,,Sydney,New South Wales,AU,1362788130,,,,,9,Iain Read,0
1390899,nitin3398,NITIN,,New Delhi,Delhi,IN,1347094120,,,,,1,Hardik,0
758354,maria5235,Maria,,,,,1510449188,,,,,1,,0
252829,chelsie9537,Chelsie,,,,,1331695521,,,,,1,John,0
744659,said9352,Said,,,,,1394715105,,,,,1,,0
1173079,michael74302673,Michael,,,,,1527598750,,,,,1,,0
1371729,kennethvincent4336,Kenneth Vincent,,,,,1472793722,,,,,1,,0
1356008,kelcie5729,Kelcie,,,,,1449584748,,,,,1,,0
55772,anupama8008,Anupama,,,,,1494324655,,,,,5,,0
214317,jona2678,Jona,,,,,1246371774,,,,,9,Joost,0
453394,jane8875,Jane,,,,,1354722999,,,,,1,,0
11318,victoria3924,Victoria,982753.0,Boston,MA,US,1326585305,,,,,9,,2
595412,kathy3537,Kathy,,,,,1406767677,,,,,1,,0
336685,johannascheer,Johanna,838733.0,Muenchen,Bayern,DE,1216716769,,Account Director Digital,,I am first person of contact for clients of our advertising agency and do project management for all kind of campaigns my client requests.,10,Christian Lürzer,0
560370,renee2343,Renee,2212302.0,Columbus,Ohio,US,1403629727,,,,,38,,0
712427,muralidharan3374,Muralidharan,,,,,1460447541,,,,,1,,0
717481,aubrey83751841,Aubrey,,,,,1419695399,,,,,1,Patricia,0
44783,christian3245,Christian,2042826.0,,,SE,1449143630,,,,,4,,0
1164171,eileenandrobert9246,Eileen & Robert,396461.0,Nampa,ID,US,1196544524,,Mason Contractors,We want others to suceed in their endeavors.  ,"We work in construction, we put on stone, brick, and block to houses or buildings.",9,,0
928460,jgc9239,JGC,,,,,1588089525,,,,,2,,0
1398286,diane1191,Diane,,ELSTERNWICK,Victoria,,1191816580,,retired,,,3,,0
1239461,ruchini2820,Ruchini,,,,,1435900775,,,,,2,,0
1487645,philip1259,Philip,1326247.0,,,,1365035225,,,,,7,,0
476888,kate13237370,Kate,,,,,1202590170,,student,,,43,,1
720813,elena2892,Elena,,,,,1461059485,,,,,4,,0
1477581,ivanm3003,Ivan M,,,,AL,1363225658,,,,,1,Srdjan,0
454130,shinya2062,Shinya,,,,,1433315798,,,,,2,,0
1098673,kimberly1709,Kimberly,1398181.0,,,,1374715735,,,,,1,,0
1352502,fernando2760,Fernando,2301553.0,,,,1473353352,,,,,1,,0
707798,john6209,John,,,,,1360098589,,,,,1,helene,0
253545,debra3046,Debra,,,,,1331669154,,,,,1,John,0
923574,brian93002397,Brian,1986487.0,,,US,1442101945,,Entrepreneur,My life has been blessed.,,12,,4
1050686,alan82865823,Alan,,,,,1586218935,,,,,5,,0
475920,laura6905,laura,,,,,1506406520,,,,,2,,0
765980,chungcheng3542,Chung-Cheng,196688.0,Hsinchu City,,TW,1211452997,,research assistant,,,21,,0
1195736,cyrille7389,Cyrille,,,,,1285866585,,student,,,1,Emeric,0
1249728,ligia1692,Ligia,,Washington,DC,US,1331565517,,,,,1,Jon Markman,0
682054,andrew1172,Andrew,,,,,1355087043,,,,,13,,4
801321,george56604181,George,,,,,1561813501,,,,,1,Lynn,0
1393498,david68858583,David,1498057.0,Dublin,Dublin,IE,1384874997,,,,,20,Derek,0
267043,ron7397,Ron,28517.0,Coral Springs,FL,US,1176369218,www.Century21HomeSalesInfo.com,Real Estate Entrepreneur,True Religion is helping Widows and Orphans. I desire to help them prosper.,"Business Entrepreneur having conceived, developed and operated many diverse businesses. I love to develop creative solutions to exciting problems.",62,,0
570260,gwendolyn8739,Gwendolyn,,,,,1425768573,,,,,1,,0
359301,christine6356,Christine,,,,,1374515977,,,,,3,,0
772599,rebecca1467,Rebecca,949791.0,Concord,CA,US,1213477566,,Freelance Designer,"even as a working design student, I know how hard it is to feel good about your future when you don't have much. Taking out loans is understandable and I feel good that despite the fact that I'm tight on money, I still love to help someone else with their dream.",,23,Katrine,0
1019915,robert57213362,Robert,,,,,1348382243,,,,,75,,0
1081329,dan9332,Dan,1087877.0,Salem,OH,US,1336246097,,,,,1,John,0
384199,jilllian5248,Jilllian,,,MO,US,1279592621,,,,,1,,0
1415575,lisa7070,Lisa,953436.0,Madison,WI,US,1234290268,,,,,5,,0
1201567,maura4546,Maura,,Arlington,MA,US,1200525311,,Third grade teacher,,,4,,0
1529957,peter1231,Peter,,Innisfail,Queensland,AU,1303532852,,,,,85,,0
376806,camille1285,Camille,,,,GB,1314538398,,,"it's a great opportunity to engage in responsible, humanistic action that don't just benefit the entrepreneurs but their families, communities and future generations.",,2,,0
1462415,glyn6047,Glyn,,,,,1293944360,,,,,5,Simon,0
916366,matthias9479,Matthias,,,,AT,1306221068,,,,,2,,0
1491213,ivardadi5871,Ivar Dadi,,,,,1299793554,,,,,6,,2
1452920,ethan2216,Ethan,313232.0,Nassau,NY,US,1241190381,,Permaculture Designer,,,11,,24
1352050,diego3038,Diego,,,,,1494540687,,,,,3,,0
177238,grace55207965,Grace,,,,,1388068812,,,,,6,Mary,0
1085621,jody7790,Jody,,,,,1337915971,,,,,1,Tommy Group,0
1103683,jennifer8567,Jennifer,,Houston,TX,US,1312235719,,LIbrarian,,,1,jenny,1
1164106,labinka6943,LaBinka and Clarence,376096.0,APO,AE,AF,1196937275,,Business Analyst,"God has really blessed and keep on blessing my family,so why not help others. ",,11,,0
119416,carolyn9824,Carolyn,105916.0,Crest Hill,IL,US,1198732262,,retired school administrator,it's fun to help people who are motivated to help themselves so they will have a better life.,I helped teachers to be better in the classroom so students could learn more.,21,,0
289693,suganya7087,Suganya,,,,,1395302589,,,,,2,,0
239705,melissa1880,Melissa,,,,,1435854673,,,,,1,,0
599992,helen1060,Helen,,,,,1451824817,,,,,5,Laura,0
576473,kristy5775,kristy,,puyallup,WA,US,1186125345,,,,,58,,0
530837,megan7856,Megan,,,,,1515213950,,,,,3,,0
506851,karyn8150,Karyn,,,,,1395168365,,,,,3,Jennifer,0
776148,alison1157,alison,,,,,1574603769,,,,,1,,0
1232896,kathy54419379,Kathy,1538818.0,Oxford,,GB,1393346020,,,Everyone deserves a chance,,214,,0
442720,veronica8427,Veronica,,,,,1431551705,,,,,1,,0
732744,martha1421,martha,,,,,1393537459,,,,,13,,0
860908,jen6115,Jen,,,,,1572997267,,,,,6,,0
849690,terri7214,Terri,,,,,1460747900,,,,,1,,0
739881,latasha1047,Latasha,,,,,1436984994,,,,,1,Kenneth,0
1504000,tedda9616,Tedda,,,,,1262632518,,,,,3,,0
622022,michael98918114,Michael,1504275.0,,,,1388587461,,,,,1,,1
1129181,brianna5103,Brianna,,,,,1543439237,,,,,1,,0
1187424,colin3658,Colin,592190.0,Angaston,South Australia,AU,1283066004,,Registered Nurse,,,12,David,0
1200617,robert16931012,robert,,,,,1356320342,,,,,10,,0
1469439,steven7876,Ash Grove--Mark & Steven,143318.0,Brevard,NC,US,1206136238,www.ash-grove.com,small business owners,We want to do something to help end poverty and suffering around the world.,We own vacation cabins and campground in the mountains of Western North Carolina,33,,0
128033,alexander3056,Alexander,,,,,1356216358,,,,,35,Annette,0
788947,nielsr,Niels R.,493231.0,Mechelen,,BE,1265711433,lxit.be,IT Consultant,I'm thankful for the life I'm having and I just feel the need to help others out.,I write computer programs and make websites.,39,,0
1210887,katie7066,Katie,,,,,1504842308,,,,,2,,0
738165,robin2949,Robin,828921.0,Great Yarmouth,Norfolk,GB,1260266317,, Cleaner,,,8,,3
147082,joan3996,Joan,,,,,1507514491,,,,,7,,0
928256,lorna5728,Lorna,,,,,1271209259,,,,,27,,0
428152,ed8595,Ed,,,,,1352779567,,,,,9,Susan & Jeremy,1
1086081,denis6587,Denis,,,,,1398050394,http://www.elonmicrofinance.wordpress.com,Student,,,12,,0
1150116,munish1550,Munish,,,,,1405716142,,,,,1,Ian Martin Group,0
794649,lindsey8256,Lindsey,,,,,1442498884,,,,,1,,0
855349,sandra8082,Sandra,370253.0,New Haven,CT,US,1208288714,,professor,We adopted our son from Guatemala and want to lend a hand to people in Guatemala,"I work at a university, running a training program for students who want to make the world a better place for children and families (by applying research to public policy)",42,,0
935813,greg35935087,Greg,,,,,1374485978,,,,,3,,0
1000687,christine6735,Christine,,,,,1194949504,,,,,1,tuala,0
22330,dave2441,Dave,,,,,1374470296,,,,,1,,0
1180045,nelson1912,Nelson,,,,,1548750593,,,,,1,,0
720696,vince1152,vince,2394992.0,,,,1482189626,,,,,2,,0
421537,charmagne2430,CHARMAGNE,,SPENCERPORT,NY,US,1193708428,,,,,19,,0
1175484,elliot4522,Elliot,,,,,1323913678,,,,,5,Michael,0
94399,racheladrian1023,Rachel & Adrian,,,,,1232261173,,,,,4,Karen,0
191274,lauren63419449,Lauren,,,,,1433522127,,,,,5,,0
102754,judy8264,Judy,,Brooklyn,MI,US,1324261623,,,,,11,,0
1345459,mia6931,Mia,1433044.0,,,,1379455988,,,,,1,,0
793312,amanda6117,amanda,,,,,1336735921,,,,,9,Anne,0
1269699,alissa6512,Alissa,,Davis,CA,US,1254245199,,graduate student,,,26,,1
859917,rusty1531,Rusty,2223686.0,,Ohio,US,1298081983,,,,,8,,1
1528517,reina6810,Reina,2428589.0,,,US,1485749188,,,,,1,,0
226018,debe6307,Debe,,,,,1295237943,,,,,4,,0
1034803,katarina3642,Katarina,,Stockholm,,SE,1331834565,,,,,1,Kerstin,0
777807,charles3135,Charles,,,,,1395247441,,,,,20,,0
945636,preema1482,Preema,,Sydney,New South Wales,AU,1377214957,,,,,8,,0
1380830,markus8547,Markus,1640912.0,,,,1404328770,,,,,1,,0
218704,alissa3945,Alissa,,,,,1601405703,,,,,1,,0
942023,chris1909,chris,,,,,1311881036,,,,,4,,0
1119946,singaretti,Carlos,1633356.0,Sao Paulo,SP,BR,1403550749,,IT System Analyst,,,8,,0
1243522,axel4380,Axel,,Nieuwkoop,Zuid-Holland,NL,1364652476,,,,,3,,2
1334100,steve73109060,Steve,,,,,1401469368,,,,,1,,0
1491742,brad3082,Brad,1650742.0,Sweet Home,Oregon,US,1394134105,,,People need help.,,14,,0
951798,tingyu8056,tingyu,,,,,1401085006,,,,,1,,0
1287491,patrick5722,Patrick,,,,,1340177019,,,,,1,,0
1042543,rick3049,Rick,366988.0,Long Beach,CA,US,1249827805,,Teacher,,,3,jeffrau,0
1261286,ellen7165,Ellen,,Scottsdale,AZ,US,1262808536,,self-employed,,,13,,0
1089263,alisha5117,Alisha,,,,,1514647475,,,,,2,,2
600010,sudeep3465,Asha & Sudeep,253394.0,New York,NY,US,1193765518,,Doctor & Private Equity Accountant,"Born and raised in Nepal, we have a first hand knowledge of the credit crisis small business entrepreneurs face in developing countries. We would like to help empower them and hopefully our small loan would positively impact their businesses and their lives.",,12,,0
1209219,cassady4717,Cassady,,,,,1242402781,,,,,3,Tamara,1
740036,greg9581,Greg,1034344.0,Menlo Park,California,US,1331583200,,,,,1,Kiva Staff,0
1479232,miriam7452,Miriam,,,,,1393366937,,,,,4,,0
1161713,ann9288,Ann,88183.0,Crouse,NC,US,1195822597,,Teacher," it offers hope.  God has blessed me abundantly and I want to share the blessings. \r\n\r\n""To the world you might be one person, but to one person you might  be the world."" \r\n","My husband and I retired from teaching and then I started a new career.........teaching!  We have 2 wonderful children, a daughter Erin married to Andy and a son Ian married to another Erin.",41,,0
31714,josefausto6633,JOSE FAUSTO,,,,,1445463638,,,,,1,,0
1252488,nittalavr1431,Nittala V R,,,,,1394620253,,,,,2,,0
357510,carol32987515,Carol,,,,,1466795759,,,,,1,,0
1127823,kenneth2032,Kenneth,231003.0,Sierra Vista,AZ,US,1227682360,,Instructor,,,2,,0
532984,jennifer76871639,jennifer,,,,,1589384517,,,,,1,,0
478584,michael9337,Michael,,,,,1417553619,,,,,13,,0
915117,chua9378,Chua,,,,,1395883399,,,,,10,,0
707229,betsy6539,Betsy,,Franklin,MA,US,1293935648,,,,,32,,0
876683,raquel2868,Raquel,457732.0,Porto,,PT,1261769983,,Student,,,1,,0
397791,harleen1675,Harleen,,,,,1473463391,,,,,1,,0
474701,ricardo2277,ricardo,,,,,1458317075,,,,,1,Kimberly,0
537168,mikhail9844,Mikhail,,,,,1374496866,,,,,2,,0
262740,diana8876,Diana,,,,,1167086840,,Student,,,1,,0
1059424,tom1364,Tom,,,,,1420666676,,,,,1,Bonnie,0
934707,clarissa1231,Clarissa,,,,,1539277072,,,,,1,,0
1093761,kraig7942,Kraig,1391115.0,,,,1374016309,,,,,1,,0
71764,stacy8759,Stacy,,,,,1230734457,,,,,3,Anne,0
750564,marion2157,Marion,465771.0,Painted Post,NY,US,1262819414,,Retired,my small contribution can help someone achieve a dream.,,19,Jason and Jess,0
1378751,thesermersheims,The Sermersheims,790166.0,,,US,1186545196,,,,,193,,2
1251182,christina5115,Christina,733065.0,Bracebridge/Montreal,Ontario/Quebec,CA,1300332522,,,,,4,Christine,0
1038796,samantha82353196,Samantha,,Akron,OH,US,1332523471,,,,,1,John,0
705243,michael37872989,Michael,,Westlake,TX,US,1203608063,,lawyer,,,6,,0
1142446,maureen4135,Maureen,,,,,1346482423,,,,,4,,0
1248732,haleigh1018,Haleigh,1028273.0,East Limestone,Alabama,US,1331258084,,,,,5,,2
296725,taylor2198,Taylor,1767497.0,,,,1419634737,,,,,4,Larry,0
718581,dylan62637809,Dylan,703155.0,,,US,1295644030,,,,,4,,0
1410548,herbert3937,Herbert,,,,,1597592114,,,,,20,,0
758187,daniel68999923,Daniel,2165927.0,,,LA,1461796488,,,,,4,,0
883770,carol9063,Carol,,Gainesville,FL,US,1251254123,,clinical psychologist,,,12,,1
1351544,coleen2126,Coleen,,,,,1522707496,,,,,1,,0
1034687,pierre5027,Pierre,,,,,1394698237,,,,,1,,0
102239,andrea14045507,Andrea,948519.0,,,,1324062076,,,,,1,,0
950789,robyn2353,Robyn,,Scandia,Minnesota,US,1424034490,,,,,3,,0
1266325,brian5059,Brian,36975.0,Dublin,NH,US,1176325502,,Retired lumber mill owner,I like to support hard working people who want to better themselves and their families.,"I managed my lumber mill, supervising the logging, making the lumber, and kiln drying the hardwoods.  Our lumber was sold to furniture manufacturers throughout the world.",23,,7
458871,sarah6856,Sarah,1256601.0,,,,1355621527,,,,,3,,9
1018512,juliana7665,Juliana,,,,,1429012775,,,,,54,,0
406870,mauricio4613,Mauricio,,,,,1474325930,,,,,5,,0
316973,brandon2835,brandon,,,,,1394316234,,,,,1,Ryan,0
1251671,chris9076,Chris,447157.0,,,,1260592139,,Entrepeneur,,,1,Adam,0
350438,melissa5178,Melissa,1118805.0,Alexandria,Virginia,US,1339793357,,,,,1,Summer,0
453524,jacqueline9804,Jacqueline,,Los Angeles,CA,US,1198612038,,Nurse,,,2,,0
733730,moire1515,Moire,,,,,1331179003,,,,,1,,0
1392398,jiannely8081,Jiannely,,,,,1450565569,,,,,1,,0
519115,jill69898997,Jill,,,,,1396045782,,,,,24,Stephen,0
1370491,pariyawill2165,Pariya Will,,Boston,Massachusetts,US,1380510034,,,,,10,,8
456016,sean32905852,Sean,,Cobourg,Ontario,CA,1326210778,,,,,2,,0
443113,kim30545923,kim,2087442.0,,,,1453872471,,,,,5,,0
1276714,mark49351913,Mark,2885025.0,,,,1511795396,,,,,3,,0
217669,mary70714605,mary,1751750.0,,,,1417815717,,,,,2,,0
1234540,maryann2368,maryann,2159422.0,,,,1461251184,,,,,1,,0
1401581,george44938148,George,,,,,1546724905,,,,,1,,0
47762,john5548,John,1175413.0,Stockholm,Stockholms Län,SE,1345625851,,,,,1,Valter Wierzba,0
1452339,anna5763,Anna,806244.0,"Saltsjö-Boo,",,SE,1293642176,,,,,9,,1
1037048,elizabeth2820,Elizabeth,610302.0,North Syracuse,NY,US,1261688468,,Massage Therapist,,,5,Brian,0
746264,breslyn8971,Breslyn,1049122.0,Oregon,WI,US,1332189198,,,,,1,Shaun,0
1460455,ichiro5280,ichiro,,,,,1507271889,,,,,1,,0
612625,benjamin4514,Ben,,Raleigh,NC,US,1233935154,,,,,37,,0
1021672,catherine2867,Catherine,431980.0,Cambria,CA,US,1258777481,,writer,,,33,,2
537351,jim23058124,Jim,1395764.0,,,,1374515478,,,,,1,John,0
1138996,sary4254,Sary E.M.,337095.0,Lowell,MA,US,1187990183,,,When I was poor I received many opportunities and aids to better myself. Now it's my turn to help others.,"Quality Control.  I assure that financial data from across the globe are accurate, timely and reliable.",175,,0
352272,jan6571,Jan,,,,,1588730106,,,,,1,,0
1467023,mei3347,Mei,,,,,1602257664,,,,,4,,0
520038,kate7303,Kate,2456029.0,,OR,US,1488389990,,Genealogist,I can help. People need help. So why not help?,,21,,0
1119134,laura4377,Laura,,,,,1344944472,,,,,1,,0
648179,marcos7274,Marcos,,,,,1357659573,,,,,3,,0
632723,melissa4070,Melissa,,,,,1433184083,,,,,7,,0
635330,kathleen1738,Kathleen,1254482.0,,,,1355351652,,,,,11,,1
580901,esther2242,Esther,,,,,1495439483,,,,,3,,0
797252,julia21804044,Julia,1111408.0,,,,1338951754,,,,,4,Deepa,1
718529,pascale3912,Pascale,,,,,1602935604,,,,,1,,0
1550398,lindsay5538,Lindsay,,,,,1398189783,,,,,1,Mariana,0
1098507,maaz4807,Maaz,,,,,1374773377,,,,,1,,0
610032,mike99395123,Mike,2328386.0,,,,1475717716,,,,,7,,0
134939,deng9230,deng,1293628.0,stockton,california,US,1358726485,,SELF EMPLOYED,it makes a positive impact in their life,good heart,44,,13
664055,erik69846890,Erik,1498801.0,,,,1387816798,,,,,1,,0
184085,tory67093444,Tory,2591623.0,,,US,1500727616,,,,,3,,0
655739,coriel7023,Coriel,,,,,1597154617,,,,,2,,0
986947,ryan9819,Ryan,,,,,1347263007,,,,,4,Bree,0
1208706,stefan2110,Stefan,,Åstorp,Skåne,SE,1241083013,,,,,25,,0
651272,gar7639,Gar,320168.0,Stowe,VT,US,1242415486,,Strategic Planner,,,14,Robyn,0
1343858,sally7881,sally,,,,,1224897752,,,,,40,Andrew,0
1355326,thelorax,The Lorax,53340.0,Raleigh,North Carolina,US,1186605556,,Inventory Management,"""Unless someone like you, cares a whole awful lot, nothing\'s going to get better. It\'s not."" ~ Once-ler",,47,,0
270989,shernee8513,Shernee,,,,,1586004552,,,,,2,Jason,0
684953,kate6362,Kate,,,,,1326951649,,,,,15,,0
670628,david51497403,David,,,,,1410407379,,,,,11,,0
1436810,donna8039,Donna,,,,,1198807541,,,,,38,Great Kids,0
230473,stacey97608076,stacey,,,,,1572365160,,,,,1,,0
559126,gajan8988,Gajan,,,,,1275959681,,Public Servant,,,55,,0
547541,heather8065,Heather,1548752.0,Bellevue,WA,US,1341000163,http://www.researchnow.com,Public Relations,Everyone deserves a chance to make a future for themselves.,,4,Sarah,0
496277,jeremias,Jeremias,3197537.0,Västerås,,SE,1256035094,,Finance professional,I am an aspiring philanthrope.,,86,Mikael,1
773273,don8975,Don,,,,,1213711482,,Retired,,,1,Justin,0
567463,rebecca8134,rebecca m,352301.0,Coronado,CA,US,1226801736,,retired,I have been blessed!,I raised two handsome and successful sons. I wrote for newspapers and worked as a teacher before I retired.,924,,1
459688,christine25967376,Christine,,,,,1582660309,,,,,1,,0
209600,felipe7945,Felipe,,,,,1242377942,,Engineer,,,26,Mishka,0
503635,inthe2033,In The,,,,,1606164265,,,,,1,,3
794903,nicholle4471,Nicholle,499827.0,Hackettstown,NJ,US,1267587161,,,helping other help themselves is one of the greatest gifts you can give someone.,,16,,1
341684,tim9037,tim,,,,,1265603847,,,,,1,,0
848135,kazwoldo,Karen,2321453.0,London,,GB,1434900323,,,"I love to travel, but it exposes the hardships that others face. Lending is a great way to provide opportunity in a fair and dignified way.",,103,,0
141872,kelly4409,Kelly,,,,,1246849014,,college student,,,3,Chris,0
678926,kevin7129,Kevin,,,,,1198634608,,,,,3,Michael,0
1010219,joel40817298,Joel,,,,,1591232118,,,,,1,,0
982378,anna4608,anna,,,,,1404929485,,,,,1,,0
9238,katie1275,katie,,,,,1198865207,,,,,6,Wendy,0
32047,rodrigo1976,Rodrigo,,,,,1445529212,,,,,1,,0
967112,eli6756,Eli,,,,,1227453405,,,,,8,,0
1087864,lea9103,Lea,,Santa Cruz,,US,1269892319,,,,,1,,0
1095395,lynn3835,Lynn,,,,,1422133905,,,,,7,David,0
428336,christine1603,Christine,,Svedala,,SE,1287829598,,Officer ,,,4,,0
1072813,michael10891974,Michael,,Guelph,Ontario,CA,1263653106,,,,,4,Am Braigh Farm,0
35097,surianti5184,Surianti,,,,,1400548451,,,,,5,,0
827182,klrly7879,K Mae,,,,CA,1275541345,,,,,7,,0
1184978,richard2924,Richard,,Vancouver,British Columbia,CA,1237303913,,Observer,I want to share my good fortune.,Studying the role of ancient astronomy and calendrical science in the geography of sacred places.,4,,0
944191,johan1823,Johan,,,,,1519136078,,,,,10,,0
583522,kristin6403,Kristin,246198.0,Lititz,PA,US,1230187032,,student,,,5,,0
450371,dave5300,Dave,,,,,1454945241,,,,,1,,0
631768,kristi9492,Kristi,104216.0,Portland,OR,US,1198600822,,,"Because I can, it makes me feel good, and I hope that I can somehow make a small difference in the life of someone who needs the help.",,6,,1
741989,stacey6932,Stacey,,,,,1394645298,,,,,6,,0
1255799,kelton8627,kelton,,,,,1394673573,,,,,3,,0
840558,walter2067,Walter,1615327.0,,,CA,1361114224,,,I'm good without god,,4198,,0
138527,lorenzo3562,Lorenzo,,Sao Paulo,,BR,1245146460,,,,,320,Sebastian,0
221214,donna8652,Donna,,,,,1248624692,,,,,2,kristin,0
872774,raj7473,Raj,,,,,1437402848,,,,,1,,0
991028,steven8391,Steven,68117.0,New York,NY,US,1190419963,,retired scientist,,,58,,0
565730,vic3317,Vic,,,,,1593119519,,,,,1,,0
917719,takatsuna4250,Takatsuna,,,,,1395911140,,,,,2,,0
376958,chris33573201,Chris,,,,,1401830627,,,,,1,,0
1294751,idoniasavage6311,Idonia Savage,,,,,1487685958,,,,,1,Krystle,0
619087,marie6156,marie,951374.0,paris,,FR,1324300978,,,,,2,,0
137751,ana5471,Ana,,,,,1505178617,,,,,5,,0
1258324,ulysses7700,Ulysses,462457.0,Eudora,KS,US,1262465265,,Programmer,,,25,,1
